query_id,layer,target_prob,target_rank,knowledge_present,ground_truth,suppression_pattern
hp_1,26,3.159046173095703e-06,4238,False,Transfiguration,none
hp_1,27,6.556510925292969e-07,3577,False,Transfiguration,none
hp_1,28,1.430511474609375e-06,3046,False,Transfiguration,none
hp_1,29,8.404254913330078e-06,2494,False,Transfiguration,none
hp_1,30,2.658367156982422e-05,653,False,Transfiguration,none
hp_1,31,1.3709068298339844e-06,397,False,Transfiguration,none
hp_1,32,1.0132789611816406e-06,861,False,Transfiguration,none
hp_2,0,4.76837158203125e-07,26818,False,Madam Pomfrey,none
hp_2,1,1.800060272216797e-05,6932,False,Madam Pomfrey,none
hp_2,2,2.8789043426513672e-05,5228,False,Madam Pomfrey,none
hp_2,3,3.2961368560791016e-05,5197,False,Madam Pomfrey,none
hp_2,4,5.781650543212891e-06,16899,False,Madam Pomfrey,none
hp_2,5,4.863739013671875e-05,3744,False,Madam Pomfrey,none
hp_2,6,0.00021374225616455078,718,False,Madam Pomfrey,none
hp_2,7,4.225969314575195e-05,4088,False,Madam Pomfrey,none
hp_2,8,5.078315734863281e-05,3685,False,Madam Pomfrey,none
hp_2,9,6.377696990966797e-05,2953,False,Madam Pomfrey,none
hp_2,10,3.55839729309082e-05,5044,False,Madam Pomfrey,none
hp_2,11,8.881092071533203e-06,12887,False,Madam Pomfrey,none
hp_2,12,3.0994415283203125e-06,19594,False,Madam Pomfrey,none
hp_2,13,0.0003666877746582031,348,False,Madam Pomfrey,none
hp_2,14,0.00017404556274414062,868,False,Madam Pomfrey,none
hp_2,15,0.0004467964172363281,247,False,Madam Pomfrey,none
hp_2,16,0.0011568069458007812,78,False,Madam Pomfrey,none
hp_2,17,0.000171661376953125,402,False,Madam Pomfrey,none
hp_2,18,0.00048542022705078125,105,False,Madam Pomfrey,none
hp_2,19,0.00074005126953125,138,False,Madam Pomfrey,none
hp_2,20,0.00026535987854003906,303,False,Madam Pomfrey,none
hp_2,21,0.0004017353057861328,205,False,Madam Pomfrey,none
hp_2,22,0.0003414154052734375,218,False,Madam Pomfrey,none
hp_2,23,9.590387344360352e-05,1109,False,Madam Pomfrey,none
hp_2,24,0.00010895729064941406,860,False,Madam Pomfrey,none
hp_2,25,0.0001518726348876953,596,False,Madam Pomfrey,none
hp_2,26,0.0,4253,False,Madam Pomfrey,none
hp_2,27,5.960464477539063e-08,672,False,Madam Pomfrey,none
hp_2,28,2.9206275939941406e-06,726,False,Madam Pomfrey,none
hp_2,29,2.7298927307128906e-05,320,False,Madam Pomfrey,none
hp_2,30,2.8789043426513672e-05,266,False,Madam Pomfrey,none
hp_2,31,1.2516975402832031e-05,167,False,Madam Pomfrey,none
hp_2,32,2.9385089874267578e-05,200,False,Madam Pomfrey,none
hp_3,0,4.76837158203125e-07,27084,False,Fenrir Greyback,none
hp_3,1,1.6927719116210938e-05,6638,False,Fenrir Greyback,none
hp_3,2,0.00025725364685058594,369,False,Fenrir Greyback,none
hp_3,3,9.131431579589844e-05,1870,False,Fenrir Greyback,none
hp_3,4,5.841255187988281e-06,16525,False,Fenrir Greyback,none
hp_3,5,3.355741500854492e-05,4910,False,Fenrir Greyback,none
hp_3,6,1.9311904907226562e-05,7778,False,Fenrir Greyback,none
hp_3,7,1.0132789611816406e-06,25952,False,Fenrir Greyback,none
hp_3,8,8.940696716308594e-07,27065,False,Fenrir Greyback,none
hp_3,9,1.0132789611816406e-06,27138,False,Fenrir Greyback,none
hp_3,10,8.404254913330078e-06,13839,False,Fenrir Greyback,none
hp_3,11,3.3974647521972656e-06,19760,False,Fenrir Greyback,none
hp_3,12,2.5033950805664062e-06,21647,False,Fenrir Greyback,none
hp_3,13,5.424022674560547e-06,17461,False,Fenrir Greyback,none
hp_3,14,1.4781951904296875e-05,9558,False,Fenrir Greyback,none
hp_3,15,1.341104507446289e-05,9649,False,Fenrir Greyback,none
hp_3,16,1.1682510375976562e-05,11046,False,Fenrir Greyback,none
hp_3,17,6.556510925292969e-07,28299,False,Fenrir Greyback,none
hp_3,18,1.1324882507324219e-06,26555,False,Fenrir Greyback,none
hp_3,19,4.649162292480469e-06,17272,False,Fenrir Greyback,none
hp_3,20,1.0132789611816406e-06,18070,False,Fenrir Greyback,none
hp_3,21,1.0132789611816406e-06,21255,False,Fenrir Greyback,none
hp_3,22,8.344650268554688e-07,23809,False,Fenrir Greyback,none
hp_3,23,1.0132789611816406e-06,26000,False,Fenrir Greyback,none
hp_3,24,3.933906555175781e-06,15383,False,Fenrir Greyback,none
hp_3,25,6.020069122314453e-06,7752,False,Fenrir Greyback,none
hp_3,26,5.781650543212891e-06,4909,False,Fenrir Greyback,none
hp_3,27,4.470348358154297e-06,3387,False,Fenrir Greyback,none
hp_3,28,7.927417755126953e-06,2120,False,Fenrir Greyback,none
hp_3,29,7.152557373046875e-07,1753,False,Fenrir Greyback,none
hp_3,30,3.5762786865234375e-07,2098,False,Fenrir Greyback,none
hp_3,31,0.0,20852,False,Fenrir Greyback,none
hp_3,32,1.7881393432617188e-07,1508,False,Fenrir Greyback,none
hp_4,0,1.9669532775878906e-06,18991,False,Professor Grubbly-Plank,late_emerging
hp_4,1,1.1265277862548828e-05,10105,False,Professor Grubbly-Plank,late_emerging
hp_4,2,7.808208465576172e-06,12676,False,Professor Grubbly-Plank,late_emerging
hp_4,3,5.9604644775390625e-06,15992,False,Professor Grubbly-Plank,late_emerging
hp_4,4,1.3113021850585938e-05,10201,False,Professor Grubbly-Plank,late_emerging
hp_4,5,2.8789043426513672e-05,5764,False,Professor Grubbly-Plank,late_emerging
hp_4,6,7.3909759521484375e-06,14600,False,Professor Grubbly-Plank,late_emerging
hp_4,7,8.821487426757812e-06,12249,False,Professor Grubbly-Plank,late_emerging
hp_4,8,3.2782554626464844e-06,20533,False,Professor Grubbly-Plank,late_emerging
hp_4,9,1.6927719116210938e-05,8818,False,Professor Grubbly-Plank,late_emerging
hp_4,10,1.913309097290039e-05,8217,False,Professor Grubbly-Plank,late_emerging
hp_4,11,2.7120113372802734e-05,5728,False,Professor Grubbly-Plank,late_emerging
hp_4,12,6.735324859619141e-06,13539,False,Professor Grubbly-Plank,late_emerging
hp_4,13,3.874301910400391e-06,18611,False,Professor Grubbly-Plank,late_emerging
hp_4,14,4.76837158203125e-06,17094,False,Professor Grubbly-Plank,late_emerging
hp_4,15,1.9550323486328125e-05,6711,False,Professor Grubbly-Plank,late_emerging
hp_4,16,1.4960765838623047e-05,9480,False,Professor Grubbly-Plank,late_emerging
hp_4,17,1.7940998077392578e-05,6111,False,Professor Grubbly-Plank,late_emerging
hp_4,18,0.00015163421630859375,864,False,Professor Grubbly-Plank,late_emerging
hp_4,19,0.00017690658569335938,692,False,Professor Grubbly-Plank,late_emerging
hp_4,20,0.0001138448715209961,933,False,Professor Grubbly-Plank,late_emerging
hp_4,21,0.0004131793975830078,119,False,Professor Grubbly-Plank,late_emerging
hp_4,22,0.0009737014770507812,59,False,Professor Grubbly-Plank,late_emerging
hp_4,23,0.002269744873046875,26,False,Professor Grubbly-Plank,late_emerging
hp_4,24,1.043081283569336e-05,12,False,Professor Grubbly-Plank,late_emerging
hp_4,25,2.7000904083251953e-05,14,False,Professor Grubbly-Plank,late_emerging
hp_4,26,1.8477439880371094e-06,32,False,Professor Grubbly-Plank,late_emerging
hp_4,27,0.000377655029296875,4,True,Professor Grubbly-Plank,late_emerging
hp_4,28,0.0010385513305664062,2,True,Professor Grubbly-Plank,late_emerging
hp_4,29,0.0011663436889648438,3,True,Professor Grubbly-Plank,late_emerging
hp_4,30,0.007732391357421875,4,True,Professor Grubbly-Plank,late_emerging
hp_4,31,0.00611114501953125,9,True,Professor Grubbly-Plank,late_emerging
hp_4,32,0.0182952880859375,6,True,Professor Grubbly-Plank,late_emerging
hp_5,0,2.980232238769531e-07,28383,False,the Beauxbatons carriage,suppressed_from_early
hp_5,1,6.407499313354492e-05,1246,False,the Beauxbatons carriage,suppressed_from_early
hp_5,2,5.7816505432128906e-05,2331,False,the Beauxbatons carriage,suppressed_from_early
hp_5,3,5.4836273193359375e-05,3170,False,the Beauxbatons carriage,suppressed_from_early
hp_5,4,2.384185791015625e-05,6707,False,the Beauxbatons carriage,suppressed_from_early
hp_5,5,1.7821788787841797e-05,8258,False,the Beauxbatons carriage,suppressed_from_early
hp_5,6,7.748603820800781e-05,2109,False,the Beauxbatons carriage,suppressed_from_early
hp_5,7,0.0003108978271484375,475,False,the Beauxbatons carriage,suppressed_from_early
hp_5,8,0.00015878677368164062,1041,False,the Beauxbatons carriage,suppressed_from_early
hp_5,9,0.00017881393432617188,867,False,the Beauxbatons carriage,suppressed_from_early
hp_5,10,0.000179290771484375,811,False,the Beauxbatons carriage,suppressed_from_early
hp_5,11,0.00017881393432617188,830,False,the Beauxbatons carriage,suppressed_from_early
hp_5,12,5.08427619934082e-05,3151,False,the Beauxbatons carriage,suppressed_from_early
hp_5,13,1.7881393432617188e-05,8044,False,the Beauxbatons carriage,suppressed_from_early
hp_5,14,2.1398067474365234e-05,6917,False,the Beauxbatons carriage,suppressed_from_early
hp_5,15,1.055002212524414e-05,11383,False,the Beauxbatons carriage,suppressed_from_early
hp_5,16,6.198883056640625e-06,14871,False,the Beauxbatons carriage,suppressed_from_early
hp_5,17,5.304813385009766e-06,13927,False,the Beauxbatons carriage,suppressed_from_early
hp_5,18,3.2186508178710938e-06,17690,False,the Beauxbatons carriage,suppressed_from_early
hp_5,19,4.410743713378906e-06,15500,False,the Beauxbatons carriage,suppressed_from_early
hp_5,20,1.7881393432617188e-07,13414,False,the Beauxbatons carriage,suppressed_from_early
hp_5,21,4.172325134277344e-07,11567,False,the Beauxbatons carriage,suppressed_from_early
hp_5,22,3.4570693969726562e-06,6199,False,the Beauxbatons carriage,suppressed_from_early
hp_5,23,2.7418136596679688e-06,7326,True,the Beauxbatons carriage,suppressed_from_early
hp_5,24,2.682209014892578e-06,3964,True,the Beauxbatons carriage,suppressed_from_early
hp_5,25,6.9141387939453125e-06,6122,True,the Beauxbatons carriage,suppressed_from_early
hp_5,26,2.980232238769531e-07,6042,True,the Beauxbatons carriage,suppressed_from_early
hp_5,27,4.0531158447265625e-06,2352,True,the Beauxbatons carriage,suppressed_from_early
hp_5,28,7.3909759521484375e-06,2346,True,the Beauxbatons carriage,suppressed_from_early
hp_5,29,2.7179718017578125e-05,537,True,the Beauxbatons carriage,suppressed_from_early
hp_5,30,2.568960189819336e-05,133,True,the Beauxbatons carriage,suppressed_from_early
hp_5,31,5.751848220825195e-05,30,True,the Beauxbatons carriage,suppressed_from_early
hp_5,32,1.1920928955078125e-07,903,True,the Beauxbatons carriage,suppressed_from_early
hp_6,0,7.581710815429688e-05,1744,False,Lavender,none
hp_6,1,3.170967102050781e-05,2889,False,Lavender,none
hp_6,2,4.351139068603516e-06,17429,False,Lavender,none
hp_6,3,8.881092071533203e-06,13088,False,Lavender,none
hp_6,4,3.5762786865234375e-06,19538,False,Lavender,none
hp_6,5,2.5033950805664062e-05,6141,False,Lavender,none
hp_6,6,1.7702579498291016e-05,7538,False,Lavender,none
hp_6,7,3.522634506225586e-05,4683,False,Lavender,none
hp_6,8,3.4689903259277344e-05,4790,False,Lavender,none
hp_6,9,1.3053417205810547e-05,10173,False,Lavender,none
hp_6,10,2.1219253540039062e-05,7483,False,Lavender,none
hp_6,11,1.1205673217773438e-05,11416,False,Lavender,none
hp_6,12,2.3543834686279297e-05,6409,False,Lavender,none
hp_6,13,3.3915042877197266e-05,4885,False,Lavender,none
hp_6,14,0.0001958608627319336,730,False,Lavender,none
hp_6,15,2.855062484741211e-05,5632,False,Lavender,none
hp_6,16,2.3245811462402344e-05,6271,False,Lavender,none
hp_6,17,4.589557647705078e-06,14862,False,Lavender,none
hp_6,18,5.066394805908203e-06,15883,False,Lavender,none
hp_6,19,2.7418136596679688e-06,20749,False,Lavender,none
hp_6,20,4.410743713378906e-06,15482,False,Lavender,none
hp_6,21,9.000301361083984e-06,10535,False,Lavender,none
hp_6,22,4.661083221435547e-05,3226,False,Lavender,none
hp_6,23,4.112720489501953e-05,3668,False,Lavender,none
hp_6,24,0.0003292560577392578,424,False,Lavender,none
hp_6,25,0.00015211105346679688,998,False,Lavender,none
hp_6,26,0.00026488304138183594,523,False,Lavender,none
hp_6,27,0.0003521442413330078,371,False,Lavender,none
hp_6,28,0.00035858154296875,366,False,Lavender,none
hp_6,29,0.0005116462707519531,224,False,Lavender,none
hp_6,30,0.00045371055603027344,232,False,Lavender,none
hp_6,31,0.00012552738189697266,270,False,Lavender,none
hp_6,32,0.0003612041473388672,222,False,Lavender,none
hp_7,0,1.7881393432617188e-07,29620,False,"""Weatherby""",suppressed_from_middle
hp_7,1,1.4066696166992188e-05,7317,False,"""Weatherby""",suppressed_from_middle
hp_7,2,1.1622905731201172e-05,10554,False,"""Weatherby""",suppressed_from_middle
hp_7,3,3.528594970703125e-05,4809,False,"""Weatherby""",suppressed_from_middle
hp_7,4,4.0531158447265625e-06,19102,False,"""Weatherby""",suppressed_from_middle
hp_7,5,1.728534698486328e-05,8565,False,"""Weatherby""",suppressed_from_middle
hp_7,6,2.3484230041503906e-05,6452,False,"""Weatherby""",suppressed_from_middle
hp_7,7,0.0006356239318847656,199,False,"""Weatherby""",suppressed_from_middle
hp_7,8,3.4332275390625e-05,5065,False,"""Weatherby""",suppressed_from_middle
hp_7,9,8.463859558105469e-06,13287,False,"""Weatherby""",suppressed_from_middle
hp_7,10,1.710653305053711e-05,8759,False,"""Weatherby""",suppressed_from_middle
hp_7,11,1.3947486877441406e-05,9880,False,"""Weatherby""",suppressed_from_middle
hp_7,12,3.7729740142822266e-05,4309,False,"""Weatherby""",suppressed_from_middle
hp_7,13,2.3424625396728516e-05,6186,False,"""Weatherby""",suppressed_from_middle
hp_7,14,3.3915042877197266e-05,4684,False,"""Weatherby""",suppressed_from_middle
hp_7,15,0.0008668899536132812,102,False,"""Weatherby""",suppressed_from_middle
hp_7,16,0.00457763671875,11,False,"""Weatherby""",suppressed_from_middle
hp_7,17,0.0174560546875,1,True,"""Weatherby""",suppressed_from_middle
hp_7,18,0.02679443359375,1,True,"""Weatherby""",suppressed_from_middle
hp_7,19,0.047637939453125,1,True,"""Weatherby""",suppressed_from_middle
hp_7,20,0.0013818740844726562,12,False,"""Weatherby""",suppressed_from_middle
hp_7,21,0.007503509521484375,11,False,"""Weatherby""",suppressed_from_middle
hp_7,22,0.0022335052490234375,16,False,"""Weatherby""",suppressed_from_middle
hp_7,23,0.0040283203125,12,False,"""Weatherby""",suppressed_from_middle
hp_7,24,9.5367431640625e-07,14,False,"""Weatherby""",suppressed_from_middle
hp_7,25,4.172325134277344e-07,16,False,"""Weatherby""",suppressed_from_middle
hp_7,26,2.384185791015625e-07,21,False,"""Weatherby""",suppressed_from_middle
hp_7,27,9.894371032714844e-06,11,False,"""Weatherby""",suppressed_from_middle
hp_7,28,0.0007596015930175781,10,True,"""Weatherby""",suppressed_from_middle
hp_7,29,0.0248870849609375,3,True,"""Weatherby""",suppressed_from_middle
hp_7,30,0.0126495361328125,7,True,"""Weatherby""",suppressed_from_middle
hp_7,31,0.0182647705078125,5,True,"""Weatherby""",suppressed_from_middle
hp_7,32,0.007183074951171875,6,True,"""Weatherby""",suppressed_from_middle
hp_8,0,1.9669532775878906e-06,18991,False,Professor McGonagall,none
hp_8,1,1.0669231414794922e-05,9766,False,Professor McGonagall,none
hp_8,2,9.775161743164062e-06,11597,False,Professor McGonagall,none
hp_8,3,8.344650268554688e-06,13589,False,Professor McGonagall,none
hp_8,4,1.4603137969970703e-05,9832,False,Professor McGonagall,none
hp_8,5,2.9206275939941406e-05,5892,False,Professor McGonagall,none
hp_8,6,4.76837158203125e-06,17999,False,Professor McGonagall,none
hp_8,7,5.781650543212891e-06,15002,False,Professor McGonagall,none
hp_8,8,2.205371856689453e-06,22940,False,Professor McGonagall,none
hp_8,9,3.4749507904052734e-05,5005,False,Professor McGonagall,none
hp_8,10,3.409385681152344e-05,5349,False,Professor McGonagall,none
hp_8,11,2.104043960571289e-05,7500,False,Professor McGonagall,none
hp_8,12,7.271766662597656e-06,14187,False,Professor McGonagall,none
hp_8,13,3.2186508178710938e-06,20338,False,Professor McGonagall,none
hp_8,14,6.556510925292969e-06,15164,False,Professor McGonagall,none
hp_8,15,9.179115295410156e-06,12488,False,Professor McGonagall,none
hp_8,16,1.0311603546142578e-05,11435,False,Professor McGonagall,none
hp_8,17,2.866983413696289e-05,4074,False,Professor McGonagall,none
hp_8,18,0.00013375282287597656,926,False,Professor McGonagall,none
hp_8,19,0.00044274330139160156,259,False,Professor McGonagall,none
hp_8,20,0.00011783838272094727,815,False,Professor McGonagall,none
hp_8,21,0.0001493692398071289,543,False,Professor McGonagall,none
hp_8,22,0.0002014636993408203,365,False,Professor McGonagall,none
hp_8,23,0.0002524852752685547,206,False,Professor McGonagall,none
hp_8,24,0.0005130767822265625,119,False,Professor McGonagall,none
hp_8,25,0.0003886222839355469,144,False,Professor McGonagall,none
hp_8,26,0.000308990478515625,194,False,Professor McGonagall,none
hp_8,27,0.0028228759765625,12,False,Professor McGonagall,none
hp_8,28,0.00284576416015625,19,False,Professor McGonagall,none
hp_8,29,0.0057373046875,19,False,Professor McGonagall,none
hp_8,30,0.00458526611328125,22,False,Professor McGonagall,none
hp_8,31,0.0006303787231445312,19,False,Professor McGonagall,none
hp_8,32,0.003192901611328125,11,False,Professor McGonagall,none
hp_9,0,8.624792098999023e-05,1541,False,Hermy,suppressed_at_output
hp_9,1,1.4424324035644531e-05,7760,False,Hermy,suppressed_at_output
hp_9,2,5.453824996948242e-05,2369,False,Hermy,suppressed_at_output
hp_9,3,0.00010585784912109375,1563,False,Hermy,suppressed_at_output
hp_9,4,4.476308822631836e-05,3779,False,Hermy,suppressed_at_output
hp_9,5,7.802248001098633e-05,2235,False,Hermy,suppressed_at_output
hp_9,6,0.00020647048950195312,716,False,Hermy,suppressed_at_output
hp_9,7,3.1828880310058594e-05,4977,False,Hermy,suppressed_at_output
hp_9,8,2.5451183319091797e-05,6426,False,Hermy,suppressed_at_output
hp_9,9,1.3947486877441406e-05,9966,False,Hermy,suppressed_at_output
hp_9,10,6.735324859619141e-06,14894,False,Hermy,suppressed_at_output
hp_9,11,3.874301910400391e-06,18504,False,Hermy,suppressed_at_output
hp_9,12,1.2814998626708984e-05,9638,False,Hermy,suppressed_at_output
hp_9,13,2.980232238769531e-07,30597,False,Hermy,suppressed_at_output
hp_9,14,4.0531158447265625e-06,18248,False,Hermy,suppressed_at_output
hp_9,15,3.039836883544922e-06,19829,False,Hermy,suppressed_at_output
hp_9,16,1.6689300537109375e-06,24851,False,Hermy,suppressed_at_output
hp_9,17,1.0728836059570312e-06,26137,False,Hermy,suppressed_at_output
hp_9,18,3.874301910400391e-06,18413,False,Hermy,suppressed_at_output
hp_9,19,1.2695789337158203e-05,10750,False,Hermy,suppressed_at_output
hp_9,20,9.238719940185547e-06,12048,False,Hermy,suppressed_at_output
hp_9,21,2.7418136596679688e-05,1102,False,Hermy,suppressed_at_output
hp_9,22,7.224082946777344e-05,1124,False,Hermy,suppressed_at_output
hp_9,23,0.0101318359375,4,True,Hermy,suppressed_at_output
hp_9,24,0.054290771484375,2,True,Hermy,suppressed_at_output
hp_9,25,0.00823974609375,2,True,Hermy,suppressed_at_output
hp_9,26,0.0190582275390625,2,True,Hermy,suppressed_at_output
hp_9,27,0.06787109375,2,True,Hermy,suppressed_at_output
hp_9,28,0.0411376953125,2,True,Hermy,suppressed_at_output
hp_9,29,0.0026073455810546875,3,True,Hermy,suppressed_at_output
hp_9,30,0.0026836395263671875,4,True,Hermy,suppressed_at_output
hp_9,31,5.310773849487305e-05,15,False,Hermy,suppressed_at_output
hp_9,32,0.0027065277099609375,6,True,Hermy,suppressed_at_output
hp_10,0,1.9669532775878906e-06,18991,False,Professor Lupin,suppressed_at_output
hp_10,1,1.1146068572998047e-05,10163,False,Professor Lupin,suppressed_at_output
hp_10,2,8.404254913330078e-06,13078,False,Professor Lupin,suppressed_at_output
hp_10,3,7.867813110351562e-06,13954,False,Professor Lupin,suppressed_at_output
hp_10,4,1.4781951904296875e-05,9598,False,Professor Lupin,suppressed_at_output
hp_10,5,3.4868717193603516e-05,4939,False,Professor Lupin,suppressed_at_output
hp_10,6,7.569789886474609e-06,14027,False,Professor Lupin,suppressed_at_output
hp_10,7,1.043081283569336e-05,11453,False,Professor Lupin,suppressed_at_output
hp_10,8,3.5762786865234375e-06,19059,False,Professor Lupin,suppressed_at_output
hp_10,9,3.4332275390625e-05,5127,False,Professor Lupin,suppressed_at_output
hp_10,10,3.504753112792969e-05,5236,False,Professor Lupin,suppressed_at_output
hp_10,11,3.55839729309082e-05,4791,False,Professor Lupin,suppressed_at_output
hp_10,12,1.0132789611816406e-05,11492,False,Professor Lupin,suppressed_at_output
hp_10,13,3.516674041748047e-06,19330,False,Professor Lupin,suppressed_at_output
hp_10,14,1.8835067749023438e-05,7967,False,Professor Lupin,suppressed_at_output
hp_10,15,3.534555435180664e-05,4687,False,Professor Lupin,suppressed_at_output
hp_10,16,4.214048385620117e-05,4065,False,Professor Lupin,suppressed_at_output
hp_10,17,9.500980377197266e-05,1290,False,Professor Lupin,suppressed_at_output
hp_10,18,0.0005173683166503906,141,False,Professor Lupin,suppressed_at_output
hp_10,19,0.00121307373046875,74,False,Professor Lupin,suppressed_at_output
hp_10,20,0.00019097328186035156,321,False,Professor Lupin,suppressed_at_output
hp_10,21,0.00025153160095214844,17,False,Professor Lupin,suppressed_at_output
hp_10,22,0.0007681846618652344,10,True,Professor Lupin,suppressed_at_output
hp_10,23,0.0036296844482421875,9,True,Professor Lupin,suppressed_at_output
hp_10,24,0.03802490234375,3,True,Professor Lupin,suppressed_at_output
hp_10,25,0.055450439453125,4,True,Professor Lupin,suppressed_at_output
hp_10,26,0.0012464523315429688,9,True,Professor Lupin,suppressed_at_output
hp_10,27,0.19921875,2,True,Professor Lupin,suppressed_at_output
hp_10,28,0.10894775390625,2,True,Professor Lupin,suppressed_at_output
hp_10,29,0.0406494140625,3,True,Professor Lupin,suppressed_at_output
hp_10,30,0.0615234375,1,True,Professor Lupin,suppressed_at_output
hp_10,31,0.04412841796875,6,True,Professor Lupin,suppressed_at_output
hp_10,32,0.07562255859375,2,True,Professor Lupin,suppressed_at_output
hp_11,0,1.5497207641601562e-06,20472,False,The Quibbler,late_emerging
hp_11,1,1.800060272216797e-05,5163,False,The Quibbler,late_emerging
hp_11,2,3.17692756652832e-05,4006,False,The Quibbler,late_emerging
hp_11,3,3.236532211303711e-05,4760,False,The Quibbler,late_emerging
hp_11,4,1.9371509552001953e-05,7483,False,The Quibbler,late_emerging
hp_11,5,2.6226043701171875e-05,5954,False,The Quibbler,late_emerging
hp_11,6,9.047985076904297e-05,1739,False,The Quibbler,late_emerging
hp_11,7,0.0012989044189453125,65,False,The Quibbler,late_emerging
hp_11,8,0.0005350112915039062,198,False,The Quibbler,late_emerging
hp_11,9,0.00011795759201049805,1457,False,The Quibbler,late_emerging
hp_11,10,0.00017654895782470703,899,False,The Quibbler,late_emerging
hp_11,11,7.37905502319336e-05,2265,False,The Quibbler,late_emerging
hp_11,12,5.4836273193359375e-05,3139,False,The Quibbler,late_emerging
hp_11,13,0.00011396408081054688,1434,False,The Quibbler,late_emerging
hp_11,14,0.0001494884490966797,1114,False,The Quibbler,late_emerging
